Longitude,Latitude,Crime type,Date,Crime Description
-122.432829729,37.775626088,Larceny Theft,2021-07-10 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.413975009,37.807482512,Larceny Theft,2021-07-10 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.509894751,37.771396031,Motor Vehicle Theft,2021-07-10 0:00:00,"Vehicle, Stolen, Auto"
-122.419613974,37.801994862,Larceny Theft,2021-07-10 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.386067202,37.734933137,Malicious Mischief,2021-07-10 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.423541308,37.779673585,Larceny Theft,2021-07-10 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.413770629,37.749304067,Motor Vehicle Theft,2021-07-10 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.39466206,37.736106505,Motor Vehicle Theft,2021-07-10 0:00:00,"Vehicle, Stolen, Truck"
-122.435559009,37.743161446,Motor Vehicle Theft,2021-07-10 0:00:00,"Vehicle, Stolen, Auto"
-122.478112911,37.717484097,Larceny Theft,2021-07-10 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.40913437,37.770820241,Motor Vehicle Theft,2021-07-10 0:00:00,"Vehicle, Stolen, Auto"
-122.400789195,37.712016313,Motor Vehicle Theft,2021-07-10 0:00:00,"Vehicle, Stolen, Truck"
-122.407304849,37.763187801,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.422901799,37.801558051,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Auto"
-122.396841429,37.782119122,Malicious Mischief,2021-07-11 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.413161446,37.786729744,Arson,2021-07-11 0:00:00,Arson of Vehicle
-122.422027329,37.733140443,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Auto"
-122.467152818,37.719672005,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Auto"
-122.438246127,37.7486645,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Truck"
-122.436805494,37.727168389,Assault,2021-07-11 0:00:00,Shooting into Inhabited Dwelling or Occupied Vehicle
-122.410242439,37.789016337,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.464384439,37.76643003,Larceny Theft,2021-07-11 0:00:00,"Theft, Vehicle Strip, $50-$200"
-122.459125959,37.709665941,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.434062389,37.762550824,Malicious Mischief,2021-07-11 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.415616438,37.80727587,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.405357242,37.805695943,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.446290652,37.735224321,Larceny Theft,2021-07-11 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.422006823,37.805496648,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.400789195,37.712016313,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Truck"
-122.509894751,37.771396031,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.511294926,37.77507596,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.403435727,37.805184901,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415431571,37.806343429,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.473279834,37.767056845,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.432196681,37.78911523,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen & Recovered"
-122.432196681,37.78911523,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen & Recovered"
-122.432196681,37.78911523,Larceny Theft,2021-07-11 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.449645158,37.769661868,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.418781856,37.806241248,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.433218739,37.777490366,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.433218739,37.777490366,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.391268425,37.739853199,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Auto"
-122.468583,37.765830028,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.399685665,37.79780663,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.401051294,37.798580053,Larceny Theft,2021-07-11 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.487533931,37.774290091,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.389729646,37.75272074,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Auto"
-122.42214538,37.788942623,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.439336655,37.799425311,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.492510188,37.783542781,Larceny Theft,2021-07-11 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.41360417,37.805618479,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.4330285,37.776550122,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412796754,37.788036681,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.478190827,37.763514757,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.396273545,37.749745599,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Other Vehicle"
-122.469131022,37.758303992,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Other Vehicle"
-122.403435727,37.805184901,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.509894751,37.771396031,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.418287871,37.750639648,Larceny Theft,2021-07-11 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.435559009,37.743161446,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.39757447,37.789762597,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.409309181,37.784349268,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.406495613,37.746595231,Malicious Mischief,2021-07-11 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.406495613,37.746595231,Larceny Theft,2021-07-11 0:00:00,"Theft, From Unlocked Vehicle, <$50"
-122.401973428,37.804072249,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.409309181,37.784349268,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.400250464,37.80060712,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.408493159,37.784452729,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.434161775,37.78215091,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, Att."
-122.399130244,37.800896476,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.419577244,37.806780111,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.403275194,37.743123762,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Auto"
-122.500220955,37.718955558,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.458241196,37.708999301,Recovered Vehicle,2021-07-11 0:00:00,"Vehicle, Recovered, Auto"
-122.434161775,37.78215091,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, Att."
-122.434863773,37.777280664,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Truck"
-122.406956633,37.805494468,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.417782939,37.769198547,,2021-07-11 0:00:00,"Driving, Stunt Vehicle/Street Racing"
-122.417782939,37.769198547,,2021-07-11 0:00:00,"Driving, Stunt Vehicle/Street Racing"
-122.428268449,37.729283671,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Truck"
-122.389846393,37.783609176,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.447819574,37.801633207,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.466310622,37.764036989,Vehicle Misplaced,2021-07-11 0:00:00,"Vehicle, Misplaced"
-122.403435727,37.805184901,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.417811901,37.757100931,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.415185271,37.78838793,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.417260632,37.807072513,Larceny Theft,2021-07-11 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.436384541,37.721209403,,2021-07-11 0:00:00,"Driving, Stunt Vehicle/Street Racing"
-122.403275194,37.743123762,,2021-07-11 0:00:00,"Driving, Stunt Vehicle/Street Racing"
-122.466310622,37.764036989,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.429447193,37.792216897,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Auto"
-122.393903948,37.73378771,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Auto"
-122.418781856,37.806241248,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.407696345,37.78261211,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.415431571,37.806343429,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.402577023,37.717254162,Larceny Theft,2021-07-11 0:00:00,"Theft, Vehicle Strip, >$950"
-122.465478745,37.709445736,Larceny Theft,2021-07-11 0:00:00,"Theft, Vehicle Strip, $200-$950"
-122.399006933,37.721302523,Motor Vehicle Theft,2021-07-11 0:00:00,"Vehicle, Stolen, Truck"
-122.374217335,37.730176676,Assault,2021-07-11 0:00:00,Shooting into Inhabited Dwelling or Occupied Vehicle
-122.39695784,37.796346859,Vandalism,2021-07-11 0:00:00,"Vehicle, Tampering"
-122.408919783,37.790812878,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.433572209,37.769178368,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.391289758,37.730411351,Malicious Mischief,2021-07-11 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.417658994,37.755502498,Assault,2021-07-11 0:00:00,Shooting into Inhabited Dwelling or Occupied Vehicle
-122.415431571,37.806343429,Larceny Theft,2021-07-11 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412220737,37.782073067,Malicious Mischief,2021-07-11 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.400952396,37.735261394,Vandalism,2021-07-11 0:00:00,"Vehicle, Tampering"
-122.400952396,37.735261394,Malicious Mischief,2021-07-11 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.397809547,37.738846647,Malicious Mischief,2021-07-11 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.402102586,37.718720694,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.413157693,37.777457419,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.42236482,37.769867697,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.422240832,37.711316693,Malicious Mischief,2021-07-12 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.434350396,37.783083017,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.399802204,37.781497998,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.399802204,37.781497998,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.434161775,37.78215091,Larceny Theft,2021-07-12 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.420338342,37.756948907,Vandalism,2021-07-12 0:00:00,"Vehicle, Tampering"
-122.403028194,37.787024417,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.454077641,37.757026976,Larceny Theft,2021-07-12 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.406398879,37.786615346,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.418781856,37.806241248,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415241487,37.805417171,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.410951619,37.784141011,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen & Recovered"
-122.417260632,37.807072513,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.372736049,37.818944444,Malicious Mischief,2021-07-12 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.408897338,37.807163251,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.504489737,37.73990658,Malicious Mischief,2021-07-12 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.448578818,37.76979785,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.448578818,37.76979785,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.438660781,37.740660323,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.414996656,37.770896108,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.429782594,37.785563846,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.434917665,37.785876208,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.445344991,37.770210174,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.432829729,37.775626088,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.423165554,37.777815245,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.433083399,37.785150939,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.397003235,37.757417404,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Truck"
-122.412141426,37.806758082,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.401832508,37.75712085,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.448578818,37.76979785,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.444276986,37.728261754,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.446910119,37.803283996,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.404496978,37.764664316,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Auto"
-122.437398206,37.738287968,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Auto"
-122.423403594,37.787339163,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Truck"
-122.472708482,37.778703841,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Auto"
-122.400863177,37.797654139,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.39695784,37.796346859,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.390527235,37.780606756,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.418750452,37.789375631,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Truck"
-122.424161463,37.791081303,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Auto"
-122.437798748,37.774991947,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Auto"
-122.415616438,37.80727587,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.403592891,37.727634125,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.406956633,37.805494468,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.405827564,37.76847339,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.405827564,37.76847339,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.47750935,37.784222491,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.407696345,37.78261211,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.406189369,37.715244344,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Truck"
-122.44879125,37.780881662,Malicious Mischief,2021-07-12 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.422526346,37.771595102,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Truck"
-122.422199175,37.768139682,Weapons Carrying Etc,2021-07-12 0:00:00,"Firearm, Loaded, in Vehicle, Possession or Use"
-122.419073325,37.738537689,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.415616438,37.80727587,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.394586979,37.7524268,Malicious Mischief,2021-07-12 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.407927148,37.71144776,Malicious Mischief,2021-07-12 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.421284462,37.748850442,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.415431571,37.806343429,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.508432398,37.752830226,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.489641355,37.787486515,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.39695784,37.796346859,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.416638698,37.787245209,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.449569569,37.739307895,Larceny Theft,2021-07-12 0:00:00,"Theft, From Unlocked Vehicle, $50-$200"
-122.406711166,37.781680266,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.393444734,37.786472337,Larceny Theft,2021-07-12 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.436040074,37.723044469,Malicious Mischief,2021-07-12 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.413353965,37.787663598,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.409846954,37.803723707,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.415052277,37.804480983,Motor Vehicle Theft,2021-07-12 0:00:00,"Vehicle, Stolen, Auto"
-122.436137698,37.749562027,Recovered Vehicle,2021-07-12 0:00:00,"Vehicle, Recovered, Auto"
-122.421485451,37.743122663,Malicious Mischief,2021-07-13 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.423243714,37.730818702,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Truck"
-122.410015194,37.742421628,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.509894751,37.771396031,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.469247912,37.736647603,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.419668974,37.765051336,Malicious Mischief,2021-07-13 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.40912991,37.752795583,Larceny Theft,2021-07-13 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.422310656,37.746376519,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.413212945,37.741473571,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.469686658,37.734786392,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Stolen, Auto"
-122.39298154,37.719113641,Larceny Theft,2021-07-13 0:00:00,"Theft, Vehicle Strip, >$950"
-122.4561335,37.720033301,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Stolen, Auto"
-122.464237376,37.765066769,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.401832508,37.75712085,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.453100587,37.721854083,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Stolen, Auto"
-122.414241574,37.783723782,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.389636641,37.786223776,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Truck"
-122.406956633,37.805494468,Malicious Mischief,2021-07-13 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.396273545,37.749745599,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.406956633,37.805494468,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, Att."
-122.415616438,37.80727587,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415431571,37.806343429,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.437694707,37.799633929,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.406956633,37.805494468,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.406956633,37.805494468,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.419577244,37.806780111,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.448279147,37.804724224,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.398587835,37.792408219,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, Att."
-122.398587835,37.792408219,Malicious Mischief,2021-07-13 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.448279147,37.804724224,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.478556029,37.71853856,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.437694707,37.799633929,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.45528075,37.78145866,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.499870572,37.781327195,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.405827564,37.76847339,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.418151093,37.803135398,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.381690925,37.727804661,Larceny Theft,2021-07-13 0:00:00,"Theft, Vehicle Strip, >$950"
-122.451865728,37.769378663,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.466442491,37.765924662,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.44143062,37.72272567,Vandalism,2021-07-13 0:00:00,"Vehicle, Tampering"
-122.413148051,37.780993781,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.506218734,37.749187334,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412141426,37.806758082,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.403635519,37.77516081,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.403635519,37.77516081,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.420812137,37.753703093,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Stolen, Other Vehicle"
-122.475083582,37.780528533,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Stolen, Auto"
-122.407733632,37.709590041,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Truck"
-122.415431571,37.806343429,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.460222652,37.716592849,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.390745343,37.721599852,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.466160696,37.710682253,Malicious Mischief,2021-07-13 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.466160696,37.710682253,Vandalism,2021-07-13 0:00:00,"Vehicle, Tampering"
-122.387930496,37.724729109,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.465036132,37.740650897,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.414995424,37.787453843,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Stolen, Auto"
-122.450423309,37.739338394,Motor Vehicle Theft,2021-07-13 0:00:00,"Vehicle, Stolen, Other Vehicle"
-122.446609577,37.801787342,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.406304987,37.794263626,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.421731523,37.763299767,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.448578818,37.76979785,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.409075522,37.795720125,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.430260807,37.771173683,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.404875612,37.794859532,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.414909745,37.774475689,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.414741223,37.778719428,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.396262403,37.783440752,Larceny Theft,2021-07-13 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.453100587,37.721854083,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.404240419,37.800104289,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Auto"
-122.41193341,37.780005868,Recovered Vehicle,2021-07-13 0:00:00,"Vehicle, Recovered, Other Vehicle"
-122.411504577,37.728229906,Motor Vehicle Theft,2021-07-14 0:00:00,"Vehicle, Stolen, Auto"
-122.424687041,37.785334621,Malicious Mischief,2021-07-14 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
